accession,organism_name,common_name,species_taxid,infraclass,order,family,genus,scaffold_n50,contig_n50,total_sequence_length,max_lifespan,body_mass,LQ,refseq_category,submission_date
GCA_015476435.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,141840420,5215207,2953486705,122.5,62035.0,0.65774413892651,,2020-11-16
GCA_042076675.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,141486743,137486831,3012861499,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_018505845.3,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,141322252,99900848,3032649500,122.5,62035.0,0.65774413892651,,2025-08-06
GCA_042030015.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,141293537,128696179,2928958187,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_042031325.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,141194160,109263211,2946461234,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_042028635.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,141004403,119895189,3041286288,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_041900365.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,140945340,136110441,3027440921,122.5,62035.0,0.65774413892651,,2024-09-11
GCA_028858805.2,Pan troglodytes,chimpanzee,9598,Mammalia,Primates,Hominidae,Pan,140842815,140842815,2998472174,59.4,44983.5,0.3654105575557711,,2024-01-08
GCA_042031165.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,140797485,135038399,3054779426,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_045999905.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,140668322,112315213,3040111072,122.5,62035.0,0.65774413892651,,2024-12-11
GCA_042037555.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,140632703,133766909,3030795866,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_028885685.2,Pongo abelii,Sumatran orangutan,9601,Mammalia,Primates,Hominidae,Pongo,140600164,140600164,3000996708,,,,,2024-01-05
GCA_043304965.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,140582321,134030441,3042614938,122.5,62035.0,0.65774413892651,,2024-10-17
GCA_028885525.2,Pongo pygmaeus,Bornean orangutan,9600,Mammalia,Primates,Hominidae,Pongo,140580864,137913290,3007136161,59.0,64475.0,0.33781741845653457,,2024-01-08
GCA_042076565.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,140541327,139361540,3027909530,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_018471105.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,140510613,105155120,3034007608,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042076865.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,140503124,133172463,3033271007,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042027595.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,140490222,132703900,3050536339,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_042038875.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,140471924,134403041,2938221349,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_018470455.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,140096138,91967322,3038223051,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_018469665.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,140089099,126989935,3022209588,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_018471095.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,140079229,109510415,3052185434,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_043304535.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,139868663,134609164,3033477337,122.5,62035.0,0.65774413892651,,2024-10-17
GCA_042030115.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,139692652,134236179,3025983784,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_042026535.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,139568241,118012399,3041305379,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_042038345.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,139511608,129211965,3020697475,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042036515.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,139497053,133426588,3034033633,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042036285.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,139467863,130919272,3049855180,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042076455.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,139309162,133272142,2942097360,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_046056435.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,139154523,112818513,2927203238,122.5,62035.0,0.65774413892651,,2024-12-13
GCA_044165925.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,138866811,108190518,3042981283,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_045524245.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,138774716,124502371,2928019044,122.5,62035.0,0.65774413892651,,2024-12-02
GCA_042036255.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,138710879,133532687,3031047894,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_018504085.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,138698082,125688124,3038058923,122.5,62035.0,0.65774413892651,,2024-10-17
GCA_042034335.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,138694996,138694996,3050288669,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_018505825.3,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,138680953,106726885,3032667747,122.5,62035.0,0.65774413892651,,2024-10-17
GCA_042028275.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,138633847,130751236,3040759426,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_042035195.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,138588803,108961022,3043521817,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042037825.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,138401026,126116857,3034790068,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_046000115.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,138394246,111391340,2916304162,122.5,62035.0,0.65774413892651,,2024-12-11
GCA_018504065.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,138300147,110993309,3036416205,122.5,62035.0,0.65774413892651,,2024-10-17
GCA_018503245.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,138279518,106244626,3055461096,122.5,62035.0,0.65774413892651,,2024-10-17
GCA_045524125.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,138260617,134573075,2922783173,122.5,62035.0,0.65774413892651,,2024-12-02
GCA_042034585.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,138201436,111001097,3047748106,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042034325.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,138119534,101605781,2947572195,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042037355.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,138005898,134675934,3032062714,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_043304515.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,137926097,137509463,3029610539,122.5,62035.0,0.65774413892651,,2024-10-17
GCA_042076665.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,137865197,129131645,3037753962,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042077085.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,137835423,134937965,2949058313,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042027145.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,137762049,122921261,3041822242,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_043305115.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,137645245,111051675,3042147490,122.5,62035.0,0.65774413892651,,2024-10-17
GCA_044166395.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,137643465,105595841,3034051429,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_042077305.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,137595772,133930769,3038440209,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_018472575.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,137559864,136121883,2916144033,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042029485.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,137540951,134067740,3025764950,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_042078025.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,137537084,111859824,3056461595,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042034315.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,137468109,133373571,2943401465,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_018472845.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,137222114,133960273,3036541936,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_018471085.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,137217898,126946641,3038252594,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042034345.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,137210850,128660614,3030693438,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_043304645.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,137185745,124942138,2936552828,122.5,62035.0,0.65774413892651,,2024-10-17
GCA_042077005.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,137179791,130533233,3018663442,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042029905.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,137169833,133531697,3034593747,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_043304975.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,137148065,137148065,2920853688,122.5,62035.0,0.65774413892651,,2024-10-17
GCA_018469945.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,137141014,96042229,3055623940,122.5,62035.0,0.65774413892651,,2024-10-17
GCA_042076885.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,137138020,132182243,3018296640,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042026475.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,137110937,133427943,3026412175,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_044164665.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,137038241,133337158,3035885272,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_042037705.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,137030409,125553825,3015245153,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042028775.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,137020912,103191339,2943616750,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_018852585.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136921572,133325902,3039211445,122.5,62035.0,0.65774413892651,,2024-12-11
GCA_044166095.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136886162,110432423,3053320161,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_042029495.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136857623,134010116,3037116985,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_042032565.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136749502,134102951,3039901087,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_018471545.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136727744,112193775,3023430987,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042032555.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136713237,120123898,2937497056,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_018469865.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136686401,106560555,3037322176,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042037225.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136586003,113771190,3046385061,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_044164745.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136532944,119660345,3042538325,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_042031355.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136513831,133294904,3038043089,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_042031805.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136434176,107506565,3039435323,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_042028875.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136413511,122374351,3029858464,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_018471065.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136393325,133490652,3033390826,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_041899975.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136342499,98166087,2940836153,122.5,62035.0,0.65774413892651,,2024-09-11
GCA_042034195.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136321951,110344908,3055789294,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_900086635.1,Pongo pygmaeus,Bornean orangutan,9600,Mammalia,Primates,Hominidae,Pongo,136302887,17285,136302887,59.0,64475.0,0.33781741845653457,,2016-07-09
GCA_046000005.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136286965,134928668,2957105898,122.5,62035.0,0.65774413892651,,2024-12-11
GCA_042037975.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136217396,100099542,2934086275,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042038595.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136198776,129672142,3031231766,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_018469695.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136179005,106405428,3020299646,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042034285.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136171873,112004102,2929677415,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042076855.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136159698,133122227,2958934336,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042030135.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136150118,106533774,2949481628,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_042034505.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136077604,134578797,3039410865,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042077885.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136057803,128757022,3025361343,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_018469935.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136054812,135844052,3046045286,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042029645.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,136039179,103264327,3031314152,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_042077995.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135982360,135982360,3008366934,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_018503275.3,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135978293,92183995,3024634577,122.5,62035.0,0.65774413892651,,2024-12-11
GCA_046116025.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135920409,133405611,3043861278,122.5,62035.0,0.65774413892651,,2024-12-16
GCA_042077625.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135916283,134878745,2939438464,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_044166535.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135901129,133127859,2925557644,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_042077025.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135893399,98090427,2954194670,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_044165725.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135869566,111681782,3022407735,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_018469965.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135856640,134471244,2937739660,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_018467005.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135843703,102882194,2934042468,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_018470425.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135824751,101243250,2945414934,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042076985.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135799517,133766385,3068129497,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_044165335.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135754460,111688029,3034438376,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_044166645.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135707127,135707127,3097148207,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_018504075.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135704109,102291905,3043950469,122.5,62035.0,0.65774413892651,,2024-10-17
GCA_042034465.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135682654,134954340,3036353878,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042038095.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135676466,114546763,3036090096,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042027065.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135672165,135373843,3035409281,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_042038885.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135653034,108272113,2944823524,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042027505.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135646472,111442317,3048266136,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_042038865.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135644138,135644138,2927093043,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_018469955.3,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135613090,96214595,3035795675,122.5,62035.0,0.65774413892651,,2024-10-17
GCA_042036805.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135604956,131792052,2951772771,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_041900135.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135602307,107671399,3044679122,122.5,62035.0,0.65774413892651,,2024-09-11
GCA_042029545.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135595487,98811830,3038126278,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_042027475.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135591016,123794045,2919563000,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_046000045.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135560953,106856053,2950353362,122.5,62035.0,0.65774413892651,,2024-12-11
GCA_042077575.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135549307,134249167,2968912520,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042028835.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135521074,133429102,2915362507,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_042077475.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135513929,133815977,3030281100,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_018505865.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135493725,97869362,3035503866,122.5,62035.0,0.65774413892651,,2024-10-17
GCA_042032115.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135478579,134846101,3033776997,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_042028725.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135456634,101021022,3033693090,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_044166585.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135447653,111638666,3049741901,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_042036535.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135444183,102096646,2947111749,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042036395.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135436670,102731640,3024215338,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_044166805.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135426305,133597816,3032885449,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_042037885.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,135424007,134098084,3027524738,122.5,62035.0,0.65774413892651,,2024-09-20
